대피소명,주소,위도,경도,유형,대피소명_정규
장위우방아파트(1개동구성)지하주차장(지하1~2층),서울특별시 성북구 화랑로 235 (장위동),37.61023,127.05503,민방위대피시설,장위우방아파트(1개동구성)지하주차장(지하1~2층)
장위종합사회복지관,서울특별시 성북구 화랑로 237,37.61045,127.05557,"무더위쉼터, 한파쉼터",장위종합사회복지관
장위중학교,서울특별시 성북구 장위로4길 70(장위동),37.61139,127.04159,수해대피소,장위중학교
장위중학교 운동장,서울특별시 성북구 장위로4길 70(장위동),37.61166,127.04097,지진대피소,장위중학교운동장
장위초등학교,서울특별시 성북구 장월로8가길 41(장위동),37.6121,127.04983,수해대피소,장위초등학교
장위초등학교 운동장,서울특별시 성북구 장월로8가길 41(장위동),37.61167,127.05003,지진대피소,장위초등학교운동장
장위행복누림복합센터,서울특별시 성북구 장위로21다길 53,37.61583,127.04579,무더위쉼터,장위행복누림복합센터
장은하이빌아파트경로당,서울특별시 노원구 석계로13길 6-9 ,37.62064,127.06179,"무더위쉼터, 한파쉼터",장은하이빌아파트경로당
장일어린이공원,서울특별시 동대문구 장안동 164-1,37.56991,127.06519,지진대피소,장일어린이공원
장지경로당,서울특별시 송파구 새말로10길 3-16 ,37.48248,127.12831,"무더위쉼터, 한파쉼터",장지경로당
장지동주민센터,서울특별시 송파구 새말로19길 6,37.48696,127.13242,"무더위쉼터, 한파쉼터",장지동주민센터
장충경로당,서울특별시 중구 동호로25길 38(장충동2가),37.55938,127.00156,수해대피소,장충경로당
장충경로당,서울특별시 중구 동호로25길 38,37.55945,127.00157,"무더위쉼터, 한파쉼터",장충경로당
장충단공원,서울특별시 중구 장충동2가 197-1,37.55856,127.00504,지진대피소,장충단공원
장충동주민센터,서울특별시 중구 장충단로8길 22,37.56191,127.00787,"무더위쉼터, 한파쉼터",장충동주민센터
장충문화체육센터,서울특별시 중구 퇴계로50길 59 (장충공영주차장),37.55992,127.00144,무더위쉼터,장충문화체육센터
장충초등학교,서울특별시 중구 청구로17길 40(신당동),37.55947,127.01111,수해대피소,장충초등학교
장충초등학교 운동장,서울특별시 중구 청구로17길 40(신당동),37.55957,127.01115,지진대피소,장충초등학교운동장
장평경로당,서울특별시 동대문구 한천로28길 27,37.57329,127.06843,무더위쉼터,장평경로당
장평근린공원,서울특별시 동대문구 장안벚꽃로 67(장안동),37.56732,127.07401,지진대피소,장평근린공원
장평중학교,서울특별시 동대문구 답십리로72길 158(장안동),37.56663,127.0707,수해대피소,장평중학교
장평중학교 운동장,서울특별시 동대문구 답십리로72길 158(장안동),37.56627,127.0705,지진대피소,장평중학교운동장
장평초등학교,서울특별시 동대문구 답십리로69길 27(장안동),37.57381,127.07326,수해대피소,장평초등학교
장평초등학교 운동장,서울특별시 동대문구 답십리로69길 27(장안동),37.57336,127.07328,지진대피소,장평초등학교운동장
장항선 배방역,,36.77763,127.05299,비상대피시설(지하철역),장항선배방역
장항선 봉명역,,36.80122,127.13576,비상대피시설(지하철역),장항선봉명역
장항선 신창(순천향대)역,,36.7695,126.95111,비상대피시설(지하철역),장항선신창(순천향대)역
장항선 쌍용(나사렛대)역,,36.79376,127.1214,비상대피시설(지하철역),장항선쌍용(나사렛대)역
장항선 아산역,,36.79205,127.10436,비상대피시설(지하철역),장항선아산역
장항선 온양온천역,,36.78048,127.00325,비상대피시설(지하철역),장항선온양온천역
장항선 탕정역,,36.78866,127.08485,비상대피시설(지하철역),장항선탕정역
장훈고등학교,서울특별시 영등포구 영등포로64길 26(신길동),37.5136,126.91474,수해대피소,장훈고등학교
장훈고등학교 운동장,서울특별시 영등포구 영등포로64길 26(신길동),37.51362,126.91555,지진대피소,장훈고등학교운동장
재동초등학교,서울특별시 종로구 북촌로4길 7(가회동),37.57983,126.98557,수해대피소,재동초등학교
재동초등학교 운동장,서울특별시 종로구 북촌로4길 7(가회동),37.57964,126.98561,지진대피소,재동초등학교운동장
재현고등학교 운동장,서울특별시 노원구 덕릉로82길 64(중계동),37.65954,127.07975,지진대피소,재현고등학교운동장
재현중학교 운동장,서울특별시 노원구 덕릉로82길 64(중계동),37.66093,127.08061,지진대피소,재현중학교운동장
재화스퀘어 (지하1~지하3층 주차장),"서울특별시 마포구 독막로 311 (염리동, 재화스퀘어)",37.54399,126.94753,민방위대피시설,재화스퀘어(지하1~지하3층주차장)
적선현대빌딩 지하주차장 2~4층,"서울특별시 종로구 사직로 130, 적선현대빌딩 지하1층 (적선동)",37.57539,126.97326,민방위대피시설,적선현대빌딩지하주차장2~4층
전곡초등학교,서울특별시 동대문구 전농로 172(전농동),37.58046,127.05649,수해대피소,전곡초등학교
전곡초등학교 운동장,서울특별시 동대문구 전농로 172(전농동),37.58027,127.05688,지진대피소,전곡초등학교운동장
전농1동경로당,서울특별시 동대문구 전농로27길 81,37.57884,127.05212,무더위쉼터,전농1동경로당
전농1동주민센터,서울특별시 동대문구 서울시립대로9길 21,37.57795,127.04773,무더위쉼터,전농1동주민센터
전농1동주민센터,서울특별시 동대문구 서울시립대로9길 21(전농동),37.57798,127.04772,수해대피소,전농1동주민센터
전농2동주민센터,서울특별시 동대문구 사가정로 137,37.57805,127.06001,무더위쉼터,전농2동주민센터
전농2동주민센터,서울특별시 동대문구 사가정로 137(전농동),37.57807,127.06005,수해대피소,전농2동주민센터
"전농동 동아아파트 지하주차장 지하 1,2층",서울특별시 동대문구 서울시립대로 31 (전농동),37.57488,127.0457,민방위대피시설,"전농동동아아파트지하주차장지하1,2층"
"전농동신성미소지움아파트 지하주차장 지하 1,2층","서울특별시 동대문구 서울시립대로 75 (전농동, 전농동신성미소지움아파트)",37.57831,127.04853,민방위대피시설,"전농동신성미소지움아파트지하주차장지하1,2층"
전농동아아파트제2경로당,서울특별시 동대문구 서울시립대로 31,37.57497,127.04568,무더위쉼터,전농동아아파트제2경로당
"전농 래미안 아름숲아파트 지하주차장 지하 1,2층","서울특별시 동대문구 전농로16길 51 (전농동, 래미안아름숲)",37.58094,127.06108,민방위대피시설,"전농래미안아름숲아파트지하주차장지하1,2층"
"전농래미안 크레시티 아파트 지하주차장 지하1,2층","서울특별시 동대문구 사가정로 65 (전농동, 래미안크레시티아파트)",37.57628,127.05066,민방위대피시설,"전농래미안크레시티아파트지하주차장지하1,2층"
전농삼성아파트제2경로당,서울특별시 동대문구 전농로 190,37.58146,127.05554,무더위쉼터,전농삼성아파트제2경로당
전농 우성아파트 지하주차장 지하 1층,"서울특별시 동대문구 사가정로 190 (전농동, 전농우성아파트)",37.57727,127.06496,민방위대피시설,전농우성아파트지하주차장지하1층
전농중학교 운동장,서울특별시 동대문구 사가정로13길 71(전농동),37.58041,127.06017,지진대피소,전농중학교운동장
전농초등학교,서울특별시 동대문구 사가정로 66(전농동),37.57488,127.05455,수해대피소,전농초등학교
전농초등학교 운동장,서울특별시 동대문구 사가정로 66(전농동),37.57422,127.05453,지진대피소,전농초등학교운동장
전동중학교 운동장,서울특별시 동대문구 장안벚꽃로 291(휘경동),37.58516,127.07118,지진대피소,전동중학교운동장
전동초등학교,서울특별시 동대문구 전농로16길 61(전농동),37.5791,127.06119,수해대피소,전동초등학교
전동초등학교 운동장,서울특별시 동대문구 전농로16길 61(전농동),37.579,127.06151,지진대피소,전동초등학교운동장
전문건설회관빌딩 지하주차장 2층,"서울특별시 동작구 보라매로5길 15 (신대방동, 전문건설회관빌딩)",37.492,126.92426,민방위대피시설,전문건설회관빌딩지하주차장2층
전일중학교,서울특별시 동대문구 사가정로13길 67(전농동),37.58184,127.05852,수해대피소,전일중학교
전일중학교 운동장,서울특별시 동대문구 사가정로13길 67(전농동),37.58128,127.05858,지진대피소,전일중학교운동장
전일청소년독서실,서울특별시 동대문구 전농로37길 17,37.58455,127.05171,한파쉼터,전일청소년독서실
전쟁기념사업회(지하1~2층),"서울특별시 용산구 이태원로 29, 전쟁기념관 지하1~2층 (용산동1가)",37.53632,126.97711,민방위대피시설,전쟁기념사업회(지하1~2층)
정다운도서관,서울특별시 강남구 학동로67길 11,37.51907,127.04645,"무더위쉼터, 한파쉼터",정다운도서관
정덕초등학교,서울특별시 성북구 아리랑로 63(동소문동7가),37.59739,127.01362,수해대피소,정덕초등학교
정덕초등학교 운동장,서울특별시 성북구 아리랑로 63(동소문동7가),37.59806,127.01396,지진대피소,정덕초등학교운동장
정든마을주민공동이용시설,서울특별시 성북구 솔샘로6길 18-8 ,37.6092,127.00615,무더위쉼터,정든마을주민공동이용시설
정릉1동경로당,서울특별시 성북구 정릉로38가길 6,37.60206,127.01846,무더위쉼터,정릉1동경로당
정릉1동주민센터,서울특별시 성북구 정릉로38마길 33,37.60144,127.01665,"무더위쉼터, 한파쉼터",정릉1동주민센터
정릉1동커뮤니티센터,서울특별시 성북구 정릉로38가길 6,37.60209,127.01845,무더위쉼터,정릉1동커뮤니티센터
정릉2동508번지경로당,서울특별시 성북구 북악산로1가길 36,37.59956,127.00469,무더위쉼터,정릉2동508번지경로당
정릉2동경로당,서울특별시 성북구 보국문로8나길 39,37.60937,127.01242,무더위쉼터,정릉2동경로당
정릉2동우방(아)경로당,서울특별시 성북구 북악산로 746,37.60028,127.01013,무더위쉼터,정릉2동우방(아)경로당
정릉2동장수경로당,서울특별시 성북구 북악산로3길 48,37.5991,127.01099,무더위쉼터,정릉2동장수경로당
정릉2동 주민센터,서울특별시 성북구 정릉로 236,37.60508,127.01001,한파쉼터,정릉2동주민센터
정릉2동주민센터,서울특별시 성북구 보국문로 21,37.60647,127.01055,무더위쉼터,정릉2동주민센터
정릉2차e-편한세상경로당,서울특별시 성북구 북악산로 851,37.60017,127.02,무더위쉼터,정릉2차e-편한세상경로당
정릉3동경로당,서울특별시 성북구 보국문로17길 18-6 ,37.61127,127.00736,무더위쉼터,정릉3동경로당
정릉3동성원(아)경로당,서울특별시 성북구 정릉로21길 21,37.60652,127.00852,무더위쉼터,정릉3동성원(아)경로당
정릉3동주민센터,서울특별시 성북구 솔샘로1길 6-3 ,37.60893,127.00417,"무더위쉼터, 한파쉼터",정릉3동주민센터
정릉4동경로당,서울특별시 성북구 보국문로18가길 5,37.61094,127.01075,무더위쉼터,정릉4동경로당
정릉4동대우(아)경로당,서울특별시 성북구 보국문로30길 15,37.61788,127.00339,무더위쉼터,정릉4동대우(아)경로당
정릉4동주민센터,서울특별시 성북구 보국문로 106-1 ,37.61335,127.007,"무더위쉼터, 한파쉼터",정릉4동주민센터
정릉4동중앙하이츠(아)경로당,서울특별시 성북구 보국문로32길 53,37.62089,127.00183,무더위쉼터,정릉4동중앙하이츠(아)경로당
정릉4동할머니경로당,서울특별시 성북구 솔샘로24길 34,37.61465,127.00912,무더위쉼터,정릉4동할머니경로당
정릉e-편한세상(아)경로당,서울특별시 성북구 솔샘로24길 15,37.61532,127.01026,무더위쉼터,정릉e-편한세상(아)경로당
정릉e편한세상1차아파트 지하주차장(지하1~3층),"서울특별시 성북구 솔샘로24길 15 (정릉동, 정릉이-편한세상)",37.61519,127.0102,민방위대피시설,정릉e편한세상1차아파트지하주차장(지하1~3층)
정릉 e편한세상 2차 지하주차장 1층~2층,"서울특별시 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)",37.6,127.01943,민방위대피시설,정릉e편한세상2차지하주차장1층~2층
정릉교회,서울특별시 성북구 정릉로 280(정릉동),37.60303,127.01422,수해대피소,정릉교회
정릉길지하보도(지하1층),"서울특별시 성북구 정릉로 157 (정릉동, 백산빌딩)",37.60786,127.00268,민방위대피시설,정릉길지하보도(지하1층)
정릉꿈에그린(아)경로당,서울특별시 성북구 아리랑로19가길 21,37.60158,127.01106,무더위쉼터,정릉꿈에그린(아)경로당
정릉대우아파트 지하주차장(지하1층~지하3층),서울특별시 성북구 보국문로30길 15 (정릉동),37.61802,127.00342,민방위대피시설,정릉대우아파트지하주차장(지하1층~지하3층)
정릉새마을금고,서울특별시 성북구 정릉로 302,37.60281,127.01682,무더위쉼터,정릉새마을금고
정릉성원아파트(정릉3동)지하주차장(지하1~2층),"서울특별시 성북구 정릉로21길 21 (정릉동, 정릉성원아파트)",37.6065,127.00838,민방위대피시설,정릉성원아파트(정릉3동)지하주차장(지하1~2층)
정릉스카이쌍용아파트 지하주차장 1층~3층,"서울특별시 성북구 북악산로 828 (정릉동, 정릉스카이쌍용아파트)",37.59965,127.01655,민방위대피시설,정릉스카이쌍용아파트지하주차장1층~3층
정릉신용협동조합(정3),서울특별시 성북구 보국문로11길 28,37.60877,127.0085,무더위쉼터,정릉신용협동조합(정3)
정릉실버복지센터,서울특별시 성북구 솔샘로 8,37.60821,127.00454,"무더위쉼터, 한파쉼터",정릉실버복지센터
정릉쌍용(아)경로당,서울특별시 성북구 북악산로 847,37.5993,127.01839,무더위쉼터,정릉쌍용(아)경로당
정릉쌍용아파트 지하주차장 1층~2층,"서울특별시 성북구 북악산로 847 (정릉동, 정릉쌍용아파트)",37.59955,127.01833,민방위대피시설,정릉쌍용아파트지하주차장1층~2층
정릉우성아파트 104동 지하주차장 1층~3층,서울특별시 성북구 북악산로 813 (정릉동),37.60102,127.01582,민방위대피시설,정릉우성아파트104동지하주차장1층~3층
정릉우정에쉐르(아)경로당,서울특별시 성북구 북악산로 742-12 ,37.59992,127.01032,무더위쉼터,정릉우정에쉐르(아)경로당
정릉종합사회복지관,서울특별시 성북구 솔샘로5길 92,37.61125,127.00114,"무더위쉼터, 한파쉼터",정릉종합사회복지관
정릉중앙하이츠빌1단지(101~105동) 지하주차장3층,"서울특별시 성북구 아리랑로19길 60 (정릉동, 중앙하이츠빌1단지아파트)",37.60278,127.00946,민방위대피시설,정릉중앙하이츠빌1단지(101~105동)지하주차장3층
정릉중앙하이츠빌1단지(아)경로당,서울특별시 성북구 아리랑로19길 60,37.60264,127.00974,무더위쉼터,정릉중앙하이츠빌1단지(아)경로당
정릉중앙하이츠빌2단지(아)경로당,서울특별시 성북구 정릉로26길 8,37.60385,127.01039,무더위쉼터,정릉중앙하이츠빌2단지(아)경로당
정릉중앙하이츠빌2단지아파트(201~9동) 지하주차장2층,서울특별시 성북구 정릉로26길 8 (정릉동),37.60377,127.01039,민방위대피시설,정릉중앙하이츠빌2단지아파트(201~9동)지하주차장2층
정릉초등학교,서울특별시 성북구 솔샘로25가길 8(정릉동),37.61967,127.00535,수해대피소,정릉초등학교
정릉초등학교 운동장,서울특별시 성북구 솔샘로25가길 8(정릉동),37.61943,127.00544,지진대피소,정릉초등학교운동장
정릉태영2단지경로당,서울특별시 성북구 서경로2길 48,37.60626,127.01676,무더위쉼터,정릉태영2단지경로당
정릉푸르지오(아)경로당,서울특별시 성북구 보국문로 19,37.60615,127.01069,무더위쉼터,정릉푸르지오(아)경로당
정릉푸르지오아파트(101~7동)지하주차장(지하1~2층),"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",37.60629,127.00999,민방위대피시설,정릉푸르지오아파트(101~7동)지하주차장(지하1~2층)
정릉푸른마을동아(아)경로당,서울특별시 성북구 서경로 31,37.60738,127.01501,무더위쉼터,정릉푸른마을동아(아)경로당
정릉풍림아이원(아)경로당,서울특별시 성북구 솔샘로25길 28,37.61783,127.0074,무더위쉼터,정릉풍림아이원(아)경로당
정릉풍림아이원(아)제2경로당,서울특별시 성북구 솔샘로 120,37.61658,127.00974,무더위쉼터,정릉풍림아이원(아)제2경로당
정릉풍림아이원(아)제3경로당,서울특별시 성북구 솔샘로25길 11-14 ,37.61627,127.00747,무더위쉼터,정릉풍림아이원(아)제3경로당
정릉풍림아이원아파트(지하주차장)(지하1~2층),"서울특별시 성북구 솔샘로25길 28 (정릉동, 정릉풍림아이원아파트)",37.61859,127.00731,민방위대피시설,정릉풍림아이원아파트(지하주차장)(지하1~2층)
정릉피오레1차(아)경로당,서울특별시 성북구 보국문로 183,37.61724,127.00091,무더위쉼터,정릉피오레1차(아)경로당
정릉현대홈타운(힐스테이트아파트)경로당,서울특별시 성북구 정릉로 292,37.60292,127.01549,무더위쉼터,정릉현대홈타운(힐스테이트아파트)경로당
정릉힐스테이트1차(아)경로당,서울특별시 성북구 북악산로 825-24 ,37.60032,127.01747,무더위쉼터,정릉힐스테이트1차(아)경로당
정릉 힐스테이트 1차 지하주차장 1층~4층,"서울특별시 성북구 북악산로 831 (정릉동, 정릉 힐스테이트1차)",37.6002,127.01752,민방위대피시설,정릉힐스테이트1차지하주차장1층~4층
정릉힐스테이트3차(아)경로당,서울특별시 성북구 보국문로 116,37.61456,127.00787,무더위쉼터,정릉힐스테이트3차(아)경로당
정릉힐스테이트3차 아파트 지하주차장(지하1층-지하2층),서울특별시 성북구 보국문로 116 (정릉동),37.61446,127.00767,민방위대피시설,정릉힐스테이트3차아파트지하주차장(지하1층-지하2층)
정릉힐스테이트 지하주차장 1층~2층,"서울특별시 성북구 정릉로 292 (정릉동, 정릉힐스테이트)",37.60284,127.01553,민방위대피시설,정릉힐스테이트지하주차장1층~2층
정립회관,서울특별시 광진구 워커힐로 93(구의동),37.5508,127.0976,수해대피소,정립회관
정목(구립)경로당,서울특별시 양천구 목동중앙남로4길 20,37.5369,126.8683,"무더위쉼터, 한파쉼터",정목(구립)경로당
정목초등학교 운동장,서울특별시 양천구 목동중앙로3길 30-10 (목동),37.53659,126.86961,지진대피소,정목초등학교운동장
정목초등학교 지하1~3층 주차장,"서울특별시 양천구 목동중앙로3길 30-10 (목동, 서울정목초등학교)",37.53732,126.87049,민방위대피시설,정목초등학교지하1~3층주차장
정목초등학교 체육관,서울특별시 양천구 목동중앙로3길 30-10 (목동),37.53652,126.87006,수해대피소,정목초등학교체육관
정문학교 운동장,서울특별시 관악구 난향3길 31(신림동),37.46148,126.91614,지진대피소,정문학교운동장
정상빌딩(지하주차장1층),"서울특별시 중랑구 중랑역로 100 (중화동, 정상빌딩)",37.60244,127.07784,민방위대피시설,정상빌딩(지하주차장1층)
정성요양병원 본관(지하1층주차장),서울특별시 구로구 남부순환로107길 24 (가리봉동),37.47953,126.8946,민방위대피시설,정성요양병원본관(지하1층주차장)
정수경로당,서울특별시 구로구 남부순환로105가길 10-2 ,37.47932,126.89286,무더위쉼터,정수경로당
정수초등학교,서울특별시 성북구 정릉로24길 58(정릉동),37.6037,127.00756,수해대피소,정수초등학교
정수초등학교 운동장,서울특별시 성북구 정릉로24길 58(정릉동),37.60429,127.0082,지진대피소,정수초등학교운동장
정신여자고등학교운동장,서울특별시 송파구 올림픽로4길 16(잠실동),37.50991,127.07221,지진대피소,정신여자고등학교운동장
정심경로당,서울특별시 금천구 독산로75길 12-7 ,37.46936,126.9016,"무더위쉼터, 한파쉼터",정심경로당
정심경로당,서울특별시 금천구 독산로75길 12-7 (독산동),37.46947,126.90157,수해대피소,정심경로당
정심초등학교,서울특별시 금천구 독산로78다길 89(독산동),37.47165,126.90846,수해대피소,정심초등학교
정심초등학교 운동장,서울특별시 금천구 독산동 182-44,37.47127,126.90856,지진대피소,정심초등학교운동장
정안경로당,서울특별시 성동구 뚝섬로17길 12,37.53847,127.06015,무더위쉼터,정안경로당
정안프라자 지하1층,"서울특별시 노원구 동일로 1308 (중계동, 정안프라자)",37.647,127.0661,민방위대피시설,정안프라자지하1층
정오빌딩 지하1층,서울특별시 영등포구 영등포로 422(신길동),37.51234,126.9248,민방위대피시설,정오빌딩지하1층
정우빌딩(지하2층 주차장),"서울특별시 마포구 토정로37길 46(도화동, 정우빌딩)",37.54252,126.94736,민방위대피시설,정우빌딩(지하2층주차장)
정우회경로당,서울특별시 성동구 금호로3길 18-60 ,37.54781,127.02489,무더위쉼터,정우회경로당
정원단지경로당,서울특별시 서대문구 연희로39나길 8,37.5867,126.93192,"무더위쉼터, 한파쉼터",정원단지경로당
정원여자중학교 운동장,서울특별시 서대문구 연희로37안길 51(홍은동),37.58535,126.93313,지진대피소,정원여자중학교운동장
정일빌딩 지하주차장 1층,"서울특별시 강서구 곰달래로 170 (화곡동, 정일빌딩)",37.53074,126.85187,민방위대피시설,정일빌딩지하주차장1층
정호진아트빌 지하1층주차장,"서울특별시 관악구 남부순환로 1962, 정호진 아트힐 지하2층 (봉천동)",37.47562,126.96645,민방위대피시설,정호진아트빌지하1층주차장
정화경로당,서울특별시 성동구 마장로33길 29-5,37.56847,127.03846,무더위쉼터,정화경로당
정화고등학교 운동장,서울특별시 동대문구 제기동 299,37.58564,127.0408,지진대피소,정화고등학교운동장
정훈경로당,서울특별시 금천구 독산로64길 79,37.4668,126.90643,"무더위쉼터, 한파쉼터",정훈경로당
정훈어린이공원,서울특별시 금천구 독산로58나길 64(독산동),37.46563,126.90631,지진대피소,정훈어린이공원
제1경로당,서울특별시 강남구 양재대로55길 10,37.49217,127.09209,"무더위쉼터, 한파쉼터",제1경로당
제각말5단지아파트(501~513동)509동옆지하1층,"서울특별시 은평구 연서로48길 12 (진관동, 은평뉴타운제각말)",37.62843,126.93213,민방위대피시설,제각말5단지아파트(501~513동)509동옆지하1층
제각말5단지제1경로당,서울특별시 은평구 연서로48길 12 (은평뉴타운 제각말 512동),37.63672,126.93566,무더위쉼터,제각말5단지제1경로당
제각말5단지제4경로당,서울특별시 은평구 연서로 455 (은평뉴타운 제각말 531동),37.63597,126.93298,무더위쉼터,제각말5단지제4경로당
제기경로당,서울특별시 동대문구 경동시장로23길 14,37.58574,127.0395,"무더위쉼터, 한파쉼터",제기경로당
제기동주민센터,서울특별시 동대문구 약령시로 71,37.58307,127.0379,무더위쉼터,제기동주민센터
제기동주민센터,서울특별시 동대문구 약령시로 71(제기동),37.58317,127.03783,수해대피소,제기동주민센터
"제기동한신휴플러스 지하주차장 지하1,2층",서울특별시 동대문구 고산자로 534 (제기동),37.58892,127.03916,민방위대피시설,"제기동한신휴플러스지하주차장지하1,2층"
"제기벽산아파트 지하주차장 지하1,2층 정문,102동앞",서울특별시 동대문구 약령시로 25 (제기동),37.58345,127.03191,민방위대피시설,"제기벽산아파트지하주차장지하1,2층정문,102동앞"
"제기서울한방진흥센터공영 지하주차장 1,2층","서울특별시 동대문구 약령중앙로 26 (제기동, 서울한방진흥센터)",37.58066,127.03763,민방위대피시설,"제기서울한방진흥센터공영지하주차장1,2층"
"제기 이수브라운아파트 지하주차장 지하1,2층","서울특별시 동대문구 왕산로23길 89 (제기동, 이수브라운스톤)",37.5822,127.03408,민방위대피시설,"제기이수브라운아파트지하주차장지하1,2층"
제기한신아파트제2경로당,서울특별시 동대문구 회기로8길 20,37.59043,127.03987,무더위쉼터,제기한신아파트제2경로당
"제네스타워빌딩 지하2,3층 주차장-수유1동","서울특별시 강북구 덕릉로 82 (수유동, 제네스타워)",37.6344,127.02285,민방위대피시설,"제네스타워빌딩지하2,3층주차장-수유1동"
제이에스호스텔,서울특별시 구로구 남부순환로105길 32(가리봉동),37.4795,126.89104,수해대피소,제이에스호스텔
제인병원 스마트쉼터,서울특별시 성동구 광나루로 243,37.54933,127.05687,한파쉼터,제인병원스마트쉼터
제일경로당,서울특별시 강북구 삼양로87길 33-8 ,37.63578,127.01563,무더위쉼터,제일경로당
제일기획빌딩(지하3~4층),"서울특별시 용산구 이태원로 222, 제일기획 (한남동)",37.53496,126.99883,민방위대피시설,제일기획빌딩(지하3~4층)
제일아파트경로당,서울특별시 동작구 사당로16다길 57,37.4829,126.96954,무더위쉼터,제일아파트경로당
제일약품 지하2~4층 주차장,"서울특별시 서초구 사평대로 343 (반포동, 제일약품 사옥)",37.50368,127.02041,민방위대피시설,제일약품지하2~4층주차장
제일프라자(지하주차장2층),"서울특별시 중랑구 동일로143길 19 (중화동, 제일프라자)",37.60496,127.07766,민방위대피시설,제일프라자(지하주차장2층)
젤모텔,서울특별시 관악구 남부순환로181길 4(신림동),37.48474,126.93111,수해대피소,젤모텔
조달청 지하 1층,"서울특별시 서초구 반포대로 217 (반포동, 조달청빌딩)",37.49937,127.00299,민방위대피시설,조달청지하1층
조마공원,서울특별시 금천구 시흥대로149가길 6(가산동),37.47557,126.89573,지진대피소,조마공원
조양경로당,서울특별시 용산구 녹사평대로40나길 38-3 ,37.5363,126.98889,무더위쉼터,조양경로당
조양빌딩신관 지하1~2층,"서울특별시 중구 삼일대로6길 5, 조양빌딩신관 (충무로2가)",37.56247,126.9897,민방위대피시설,조양빌딩신관지하1~2층
조원(아)경로당,서울특별시 관악구 조원로11길 24,37.48419,126.9075,무더위쉼터,조원(아)경로당
조원경로당,서울특별시 관악구 조원로 48,37.48349,126.90775,"무더위쉼터, 한파쉼터",조원경로당
조원동주민센터,서울특별시 관악구 조원로12길 25,37.48259,126.90781,"무더위쉼터, 한파쉼터",조원동주민센터
조원초등학교,서울특별시 관악구 조원로 67(신림동),37.48416,126.90952,수해대피소,조원초등학교
"조은빌딩 지하2, 3층 주차장","서울특별시 노원구 중계로 220 (중계동, 조충빌딩)",37.65088,127.07569,민방위대피시설,"조은빌딩지하2,3층주차장"
종근당빌딩 지하2층,"서울특별시 서대문구 충정로 8 (충정로3가, 종근당빌딩)",37.56003,126.96322,민방위대피시설,종근당빌딩지하2층
종로1234가동주민센터,서울특별시 종로구 삼일대로30길 47,37.57443,126.99026,"무더위쉼터, 한파쉼터",종로1234가동주민센터
종로1234가동 주민센터,서울특별시 종로구 삼일대로30길 47(익선동),37.57444,126.98938,수해대피소,종로1234가동주민센터
종로2가 지하상가 지하1층,"서울특별시 종로구 종로 지하 73 (종로1가, 종각지하철역사)",37.57026,126.98514,민방위대피시설,종로2가지하상가지하1층
종로4가지하상가 지하1층,서울특별시 종로구 종로 191-3 (종로4가),37.57086,126.99904,민방위대피시설,종로4가지하상가지하1층
종로56가경로당,서울특별시 종로구 종로35가길 19,37.57204,127.00504,"무더위쉼터, 한파쉼터",종로56가경로당
종로56가동주민센터,서울특별시 종로구 종로35가길 19,37.57203,127.00504,"무더위쉼터, 한파쉼터",종로56가동주민센터
종로56가동주민센터,서울특별시 종로구 종로35가길 19(효제동),37.57205,127.00507,수해대피소,종로56가동주민센터
종로구문화체육센터 지하1~2층,"서울특별시 종로구 인왕산로1길 21, 종로문화체육센터 지하1~2층 (사직동)",37.57428,126.96467,민방위대피시설,종로구문화체육센터지하1~2층
종로구민회관,서울특별시 종로구 지봉로5길 7-5 (창신동),37.57346,127.01437,수해대피소,종로구민회관
종로구민회관 지하2층,"서울특별시 종로구 지봉로5길 7-5 (창신동, 종로구구민회관, 보건소통합청)",37.57351,127.01448,민방위대피시설,종로구민회관지하2층
종로구보훈회관,서울특별시 종로구 율곡로19길 17-3 (이화동),37.57642,127.00568,수해대피소,종로구보훈회관
종로구웰니스센터,서울특별시 종로구 율곡로 89(원서동),37.57786,126.989,수해대피소,종로구웰니스센터
종로노인복지관 무악센터,서울특별시 종로구 통일로14길 36(무악동),37.57583,126.95803,수해대피소,종로노인복지관무악센터
종로노인종합복지관,서울특별시 종로구 율곡로19길 17-8 ,37.57667,127.00605,무더위쉼터,종로노인종합복지관
종로노인종합복지관,서울특별시 종로구 율곡로19길 17-8 (이화동),37.57672,127.00603,수해대피소,종로노인종합복지관
종로노인종합복지관무악센터,서울특별시 종로구 통일로14길 30,37.57583,126.95805,무더위쉼터,종로노인종합복지관무악센터
종로문화체육센터,서울특별시 종로구 인왕산로1길 21(사직동),37.57413,126.96463,수해대피소,종로문화체육센터
종로산업정보학교 운동장,서울특별시 종로구 종로58길 30(숭인동),37.57183,127.01737,지진대피소,종로산업정보학교운동장
종로세무서 지하1층,"서울특별시 종로구 삼일대로30길 22 (낙원동, 종로세무서)",37.57386,126.98896,민방위대피시설,종로세무서지하1층
종로장애인복지관,서울특별시 종로구 자하문로 89,37.58425,126.96973,무더위쉼터,종로장애인복지관
종로종합사회복지관,서울특별시 종로구 지봉로13길 82,37.57729,127.0125,무더위쉼터,종로종합사회복지관
종로종합사회복지관,서울특별시 종로구 지봉로13길 82(창신동),37.5773,127.01249,수해대피소,종로종합사회복지관
